definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Neel_Ingrid Jandakate_Chompoothip
Gram_Olivia Halep_Simona
Guerrero_Eva Tomic_Sara
Van_Alison Kawaguchi_Natsumi
Kania_Paula Klasen_Anna
Lu_Jiajing Sherif_Mayar
Rosatello_Camilla Nguyen_Lucie
Li_Ann Liu_Claire
Parres_Olga Koshiishi_Ayumi
Ferro_Fiona Chernyshova_Maryna
Cherubini_Diletta Papamichail_Despina
Astakhova_Darya Lodikova_Daria
Matusova_Barbora Ezzat_Yasmin
Celik_Susanne Ibbou_Ines
Rodionova_Arina Hontama_Mai
Hesse_Amandine Noel_Mallaurie
Serban_Raluca Routliffe_Erin
Bara_Irina Mihalikova_Tereza
Scholl_Chiara Partaud_Marine
Njiric_Silvia Osaka_Mari
Prati_Federica Drazic_Mariana
Herdzelas_Dea Hance_Kimmi
Rus_Arantxa Noel_Alexa
Arakawa_Haruna Al-Nabhani_Fatma
Davis_Lauren Cepelova_Jana
Vekic_Donna Loredana_Ioana
Erjavec_Veronika Armitano_Mathilde
Caregaro_Martina Stearns_Peyton
Andreeva_Erika Shaffer_Kennedy
Gamiz_Andrea Ushijima_Risa
Siedliska_Natalia Poznikhirenko_Ganna
Cascino_Estelle Custic_Marta
Laskutova_Ksenia Dema_Viktoriia
Hatouka_Yuliya Khazaniuk_Deniz
Wang_Qiang Fett_Jana
Kerber_Angelique Ormaechea_Paula
Bojovic_Jana Swiatek_Iga
Strycova_Barbora Chiesa_Deborah
Babic_Vladica Miyazaki_Yuriko
Teichmann_Jil Tjandramulia_Olivia
Atucha_Ainhoa Malygina_Elena
Muguruza_Garbine Stamatova_Julia
Portillo_Maria Chong_Eudice
Chang_Kai-chen CvetkoviC_Tina
Dodin_Oceane Wildgruber_Anja
Vanlangendonck_Eliessa Muhammad_Asia
Camila_Maria McNally_Catherine
Kulambayeva_Zhibek Kung_Leonie
Rosca_Andreea Hercog_Polona
Sewing_Sofia Konta_Johanna
Kanev_Kathleen Yerolymos_Margot
Ureke_Anna Paquet_Chloe
Kruger_Isabella Tsurenko_Lesia
Andrianjafitrimo_Tessah Chanta_Aunchisa
Sama_Sathwika Bouchard_Eugenie
Bhunu_Valeria Kissell_Joelle
Saigo_Rina Parrizas_Nuria
Kim_Da-bin Hsieh_Su-wei
Lavino_Irene Charaeva_Alina
PotoCnik_Nina Fourlis_Jaimee
Kanepi_Kaia Shymanovich_Iryna
Bandecchi_Susan Putintseva_Yulia
Guo_Meiqi Cako_Jacqueline
Ayukawa_Mana Haas_Barbara
Gram_Olivia Neel_Ingrid
Van_Alison Guerrero_Eva
Lu_Jiajing Kania_Paula
Rosatello_Camilla Li_Ann
Ferro_Fiona Parres_Olga
Astakhova_Darya Cherubini_Diletta
Celik_Susanne Matusova_Barbora
Hesse_Amandine Rodionova_Arina
Serban_Raluca Bara_Irina
Scholl_Chiara Njiric_Silvia
Herdzelas_Dea Prati_Federica
Rus_Arantxa Arakawa_Haruna
Vekic_Donna Davis_Lauren
Erjavec_Veronika Caregaro_Martina
Gamiz_Andrea Andreeva_Erika
Cascino_Estelle Siedliska_Natalia
Hatouka_Yuliya Laskutova_Ksenia
Wang_Qiang Kerber_Angelique
Strycova_Barbora Bojovic_Jana
Babic_Vladica Teichmann_Jil
Atucha_Ainhoa Muguruza_Garbine
Chang_Kai-chen Portillo_Maria
Dodin_Oceane Vanlangendonck_Eliessa
Camila_Maria Kulambayeva_Zhibek
Sewing_Sofia Rosca_Andreea
Kanev_Kathleen Ureke_Anna
Kruger_Isabella Andrianjafitrimo_Tessah
Bhunu_Valeria Sama_Sathwika
Saigo_Rina Kim_Da-bin
PotoCnik_Nina Lavino_Irene
Bandecchi_Susan Kanepi_Kaia
Guo_Meiqi Ayukawa_Mana
Van_Alison Gram_Olivia
Rosatello_Camilla Lu_Jiajing
Astakhova_Darya Ferro_Fiona
Celik_Susanne Hesse_Amandine
Scholl_Chiara Serban_Raluca
Herdzelas_Dea Rus_Arantxa
Erjavec_Veronika Vekic_Donna
Cascino_Estelle Gamiz_Andrea
Hatouka_Yuliya Wang_Qiang
Strycova_Barbora Babic_Vladica
Atucha_Ainhoa Chang_Kai-chen
Dodin_Oceane Camila_Maria
Kanev_Kathleen Sewing_Sofia
Bhunu_Valeria Kruger_Isabella
PotoCnik_Nina Saigo_Rina
Bandecchi_Susan Guo_Meiqi
Rosatello_Camilla Van_Alison
Celik_Susanne Astakhova_Darya
Herdzelas_Dea Scholl_Chiara
Erjavec_Veronika Cascino_Estelle
Strycova_Barbora Hatouka_Yuliya
Atucha_Ainhoa Dodin_Oceane
Bhunu_Valeria Kanev_Kathleen
Bandecchi_Susan PotoCnik_Nina
Celik_Susanne Rosatello_Camilla
