definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Escauriza_Lara Yuan_Chengyiyi
CvetkoviC_Tina Putintseva_Yulia
Jabeur_Ons Maria_Tatjana
Sun_Lulu Rosca_Christina
Salvi_Linda Buzarnescu_Mihaela
Glushko_Julia Danilina_Anna
Abanda_Françoise Ukolova_Anna
Parnaby_Alana Pellicano_Helene
Avdeeva_Julia Fourlis_Jaimee
Branstine_Carson Primorac_Iva
Diatchenko_Vitalia Arruabarrena_Lara
Bouzkova_Marie Van_Alison
Cakarevic_Sara Bolton_Elysia
Jimenez_Victoria Hontama_Mai
Fruhvirtova_Linda Matviyenko_Lisa
Hogenkamp_Richel Zacarias_Marcela
Ponchet_Jessika Mandlik_Elizabeth
Rossi_Federica Sarra_Federica
Naef_Celine Price_Gabriella
Elie_Jennifer Carter_Hayley
Scholsen_Helene Bouzo_Noelia
Kuzmova_Viktoria Albie_Audrey
Townsend_Taylor LovriC_Pia
Kruger_Zoe Astakhova_Darya
Ying_Fang Tilbuerger_Jantje
Soylu_İpek Estable_Julieta
Kozyreva_Maria Tkacheva_Mariia
Gambogi_Sara Kontaveit_Anett
Hsieh_Su-wei Sun_Xuliu
Georgeta_Oana Lee_Sarah
Omae_Akiko Spigarelli_Martina
Kudashova_Daria Gram_Olivia
Hosonuma_Chisa Han_Na-lae
Sleeth_Layne Peng_Shuai
Kinard_Tori Heisen_Vivian
Birrell_Kimberly Watson_Heather
Halbauer_Elizabeth Lu_Jiaxi
Kladivova_Aneta Keller_Nadine
Proctor_Lauren Ruffer_Lena
Zvonareva_Vera Serban_Raluca
Hourigan_Paige Sakkari_Maria
Malygina_Elena Lee_Pei-chi
Vondrousova_Marketa Colling_Solymar
Ahn_Kristie Rutlauka_Sabine
Vroome_Indy Ignatik_Alexandra
Glushko_Lina Han_Jiangxue
Kuwata_Hiroko Deichmann_Kathinka
Dagan_Mika Olmos_Giuliana
Hondo_Sakura Benoit_Marie
Kozarov_Katarina Eala_Alexandra
Jeong_Sunam McPhee_Kaylah
Cepede_Veronica Brantmeier_Reese
Gadient_Nicole Han_Xinyun
Ma_Shuyue Andrianjafitrimo_Tessah
Burrage_Jodie Kilnarova_Monica
Liu_Claire Graham_Alexa
Kubareva_Anna Ibbou_Ines
Schoofs_Bibiane Hesse_Amandine
Dmitrichenko_Yekaterina Cao_Siqi
Defalco_Jenna Ostapenko_Jeļena
Gjorcheska_Lina Arcangioli_Manon
In-Albon_Ylena Noel_Mallaurie
Kurata_Nathaly Markova_Johana
KuCova_Kristina Husaric_Anita
Escauriza_Lara CvetkoviC_Tina
Sun_Lulu Jabeur_Ons
Salvi_Linda Glushko_Julia
Abanda_Françoise Parnaby_Alana
Avdeeva_Julia Branstine_Carson
Bouzkova_Marie Diatchenko_Vitalia
Cakarevic_Sara Jimenez_Victoria
Hogenkamp_Richel Fruhvirtova_Linda
Ponchet_Jessika Rossi_Federica
Naef_Celine Elie_Jennifer
Kuzmova_Viktoria Scholsen_Helene
