definir_nombre_tournois 4
enregistrement_tournoi Londres 2019
Christie_Freya Cakarevic_Sara
Ghioroaie_Ylona-Georgiana Smith_Alicia
Klincov_Bojana Naito_Yuki
Kozaki_Funa Pliskova_Karolina
Namigata_Junri Bouzo_Noelia
Taylor_Gabriella Hosogi_Sakura
Rybakina_Elena Tan_Harmony
Saner_Julita Oz_Ipek
Anisimova_Amanda Chaudhari_Vaidehi
Kvitova_Petra Rusova_Alica
Arcidiacono_Federica Nuudi_Maileen
Kozyreva_Maria Mishina_Daria
Wirges_Angelina Drummy_Georgia
Ureke_Anna Baptiste_Hailey
Romer_Charlotte Palkina_Ksenia
Bhunu_Valeria Putintseva_Yulia
Kilnarova_Monica Konta_Johanna
Glushko_Lina Hesse_Amandine
Laboutkova_Aneta Bosio_Victoria
Kozarov_Katarina Ruffer_Lena
Salvi_Linda Koshiishi_Ayumi
Kennel_Karin Reyngold_Ekaterina
Suvrijn_Jade Marti_Sandy
Pulchartova_Laetitia Wang_Meiling
Szabanin_Natalia Rosatello_Camilla
Heisen_Vivian Vicens_Rosa
Husaric_Anita Lodikova_Daria
Ochsner_Svenja Hatouka_Yuliya
Bechri_Chiraz Matusova_Barbora
Hoedt_Merel Halbauer_Elizabeth
Xu_Shilin Tjandramulia_Olivia
Giuseppe_Martina  Yoruk_Ilay
Bencheikh_Loudmilla Mutavdzic_Matilda
Grana_Thaisa Luikham_Jennifer
Flink_Varvara Jorge_Matilde
Vroome_Indy Khazaniuk_Deniz
Birrell_Kimberly Arcangioli_Manon
Jakupovic_Dalila Siniakova_Katerina
Semenistaja_Darja Brodsky_Gail
Ying_Man Cirstea_Sorana
Maria_Patricia Bektas_Emina
Riera_Julia Gleason_Quinn
Saigo_Yukina Errani_Sara
Sabalenka_Aryna Carrillo_Alba
Amiraghyan_Ani Kiick_Allie
Petkovic_Andrea Diatchenko_Vitalia
Anshba_Amina Raggi_Angelica
Ambrosio_Silvia Sutjiadi_Aldila
Lindh_Emilie Nefedova_Anastasia
Ma_Shuyue Kanepi_Kaia
Vismane_Daniela Hontama_Mai
Gasanova_Anastasia Gjorcheska_Lina
Manasse_Maegan Marshall_Amber
Niculescu_Monica Inoue_Miyabi
Hennemann_Caijsa Meyer_Luisa
Kan_Victoria Gabric_Anna
Gamiz_Andrea Hance_Kimmi
Marinkovic_Bojana Bellis_Catherine
Nahimana_Sada Cepede_Veronica
Pera_Bernarda Jimenez_Victoria
Wurth_Tara Kovapitukted_Punnin
Charaeva_Alina Branstine_Carson
Kolar_Nastja Bacsinszky_Timea
Lu_Jiaxi Dmitrichenko_Yekaterina
Christie_Freya Ghioroaie_Ylona-Georgiana
Klincov_Bojana Kozaki_Funa
Namigata_Junri Taylor_Gabriella
Rybakina_Elena Saner_Julita
Anisimova_Amanda Kvitova_Petra
Kozyreva_Maria Arcidiacono_Federica
Ureke_Anna Wirges_Angelina
Romer_Charlotte Bhunu_Valeria
Glushko_Lina Kilnarova_Monica
Laboutkova_Aneta Kozarov_Katarina
Kennel_Karin Salvi_Linda
Pulchartova_Laetitia Suvrijn_Jade
Szabanin_Natalia Heisen_Vivian
Ochsner_Svenja Husaric_Anita
Hoedt_Merel Bechri_Chiraz
Xu_Shilin Giuseppe_Martina 
Grana_Thaisa Bencheikh_Loudmilla
Vroome_Indy Flink_Varvara
Birrell_Kimberly Jakupovic_Dalila
Ying_Man Semenistaja_Darja
Maria_Patricia Riera_Julia
Saigo_Yukina Sabalenka_Aryna
Amiraghyan_Ani Petkovic_Andrea
Ambrosio_Silvia Anshba_Amina
Lindh_Emilie Ma_Shuyue
Gasanova_Anastasia Vismane_Daniela
Niculescu_Monica Manasse_Maegan
Hennemann_Caijsa Kan_Victoria
Marinkovic_Bojana Gamiz_Andrea
Pera_Bernarda Nahimana_Sada
Wurth_Tara Charaeva_Alina
Lu_Jiaxi Kolar_Nastja
Klincov_Bojana Christie_Freya
Rybakina_Elena Namigata_Junri
Kozyreva_Maria Anisimova_Amanda
Ureke_Anna Romer_Charlotte
Glushko_Lina Laboutkova_Aneta
Pulchartova_Laetitia Kennel_Karin
Ochsner_Svenja Szabanin_Natalia
Hoedt_Merel Xu_Shilin
Grana_Thaisa Vroome_Indy
Ying_Man Birrell_Kimberly
Saigo_Yukina Maria_Patricia
Ambrosio_Silvia Amiraghyan_Ani
Lindh_Emilie Gasanova_Anastasia
Niculescu_Monica Hennemann_Caijsa
Pera_Bernarda Marinkovic_Bojana
Lu_Jiaxi Wurth_Tara
Klincov_Bojana Rybakina_Elena
Ureke_Anna Kozyreva_Maria
Pulchartova_Laetitia Glushko_Lina
Hoedt_Merel Ochsner_Svenja
Ying_Man Grana_Thaisa
Ambrosio_Silvia Saigo_Yukina
Niculescu_Monica Lindh_Emilie
Pera_Bernarda Lu_Jiaxi
Ureke_Anna Klincov_Bojana
Pulchartova_Laetitia Hoedt_Merel
Ying_Man Ambrosio_Silvia
Pera_Bernarda Niculescu_Monica
Pulchartova_Laetitia Ureke_Anna
Pera_Bernarda Ying_Man
Pera_Bernarda Pulchartova_Laetitia
enregistrement_tournoi New-York 2019
Saigo_Rina Peng_Shuai
Livianu_Jessica Guo_Meiqi
Vismane_Daniela Stosur_Samantha
Maria_Patricia Krunic_Aleksandra
Zhao_Carol Korpatsch_Tamara
Catini_Chiara Ruppert_Lena
Oz_Ipek Wagner_Stephanie
Galfi_Dalma Rouvroy_Margaux
Yushchenko_Valeriya In-Albon_Ylena
Kuwata_Hiroko Scholl_Chiara
Gaspar_Ioana Ahn_Kristie
Spigarelli_Martina Dascalu_Nicoleta
Bejlek_Sara Al-Nabhani_Fatma
Dalakishvili_Mariam Osaka_Naomi
Parazinskaite_Akvile Luikham_Jennifer
Popovic_Ivana Gervais_Julie
Janicijevic_Selena Murta_Ines
Lys_Eva Bhunu_Valeria
Parks_Alycia Mendez_Seone
Andreescu_Bianca Nagy_Adrienn
Amiraghyan_Ani BreCkova_Nikola
Tere-Apisah_Abigail Cervino_Celia
Plipuech_Peangtarn Sun_Xuliu
Bolsova_Aliona Morderger_Tayisiya
Stephens_Sloane Barty_Ashleigh
Romeo_Caroline Krueger_Ashlyn
PotoCnik_Nina Schunk_Nastasja
Chernyshova_Maryna Stefanini_Lucrezia
Howard_Zoe Sato_Naho
Marinkovic_Bojana Vandeweghe_CoCo
Khromacheva_Irina Pera_Bernarda
Cristina_Paula Koval_Vlada
Appleton_Emily Topalova_Gergana
Burdina_Evgeniya Deichmann_Kathinka
Uchijima_Moyuka Cirstea_Sorana
Chang_Han-na Dolehide_Caroline
Myers_Abbie Ponomar_Lisa
Bilardo_Federica Perez_Ellen
Duerst_Jenny Cabaj_Jacqueline
Ce_Gabriela Grabher_Julia
CvetkoviC_Tina Raina_Ankita
Ormaechea_Paula Cornet_Alize
Vecic_Alexandra Mikulskyte_Justina
Giorgi_Camila Chanta_Aunchisa
Flink_Varvara Cao_Siqi
Ruzic_Antonia Evtimova_Dia
Kruger_Isabella Kanapatskaya_Viktoriya
Carrillo_Alba Bronzetti_Lucia
Kozyreva_Maria Davis_Emma
Linette_Magda Kolzer_Romy
Glushko_Lina Jandakate_Chompoothip
Boulter_Katie Guerrero_Eva
Rossi_Federica Lorenzo_Francesca
Kladivova_Aneta Hosonuma_Chisa
Andreeva_Erika Townsend_Taylor
Kruzhkova_Daria Van_Alison
Soylu_İpek Min_Grace
Sorribes_Sara Ioana_Laura
Berankova_Karolina PantuCkova_Magdalena
Herrmann_Sina Aikawa_Mayuka
Hradecka_Lucie Zlochova_Zuzana
