definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Pulchartova_Laetitia Kan_Victoria
Brady_Jennifer Delai_Melania
Stephens_Sloane Bondarenko_Kateryna
Luca_Reka Burrage_Jodie
Romer_Charlotte Jang_Su-Jeong
Erjavec_Veronika Yastremska_Dayana
Plipuech_Peangtarn Fernandez_Leylah
Kajuru_Ange Jebawy_Jasmin
Manasse_Maegan Gatica_Barbara
Abduraimova_Nigina Aksu_Ayla
Bereznyak_Shelly Dartron_emeline
Simmonds_Chanel Dentoni_Corinna
Gaspar_Ioana Lu_Jiajing
Kerkhove_Lesley Middendorf_Julia
Parres_Olga Suarez_Carla
Collins_Danielle Bernardi_Clothilde 
Raina_Ankita Falkowska_Weronika
Liu_Chang Lodikova_Daria
Kiick_Allie Minokoshi_Mai
Drazic_Mariana Vicens_Rosa
Han_Na-lae Guo_Meiqi
Elie_Jennifer Soylu_İpek
Noel_Mallaurie Mateas_Maria
Dolehide_Caroline Bains_Naiktha
Oliynykova_Oleksandra Scholsen_Helene
Brito_Fernanda Strycova_Barbora
Kessler_Mccartney Kempen_Magali
Olyanovskaya_Valeriya Camila_Maria
Nahimana_Sada Doroshina_Olga
Portillo_Maria Swiatek_Iga
Ibbou_Ines Watson_Heather
Yepifanova_Alexandra Sharipova_Sabina
Zarazua_Renata Bronzetti_Lucia
Armitano_Mathilde Bejlek_Sara
Lao_Danielle Golubic_Viktorija
Khirin_Nicole Rosatello_Camilla
Potapova_Anastasia Webley-Smith_Emily
Mishina_Daria Osaka_Mari
Defalco_Jenna Melnikova_Marina
Bouzas_Jessica Rouvroy_Margaux
Kanev_Kathleen Stamatova_Julia
Chirico_Louisa Podoroska_Nadia
Falconi_Irina Krawczyk_Desirae
Hondo_Sakura Chanta_Aunchisa
Minella_Mandy Namigata_Junri
Rakhimova_Kamilla Davis_Lauren
Drahota_Dorka Eala_Alexandra
Ainitdinova_Gozal Babos_Timea
Olmos_Giuliana CvetkoviC_Tina
Marinkovic_Bojana Paquet_Chloe
Eikeri_Ulrikke Myers_Abbie
Ochsner_Svenja Badosa_Paula
Koshiishi_Ayumi Harrison_Catherine
Danilina_Anna Arango_Emiliana
Hercog_Polona Lamens_Suzan
Kuzmova_Katarina Sato_Naho
Burdina_Evgeniya Sato_Himari
Shimizu_Ayano Jabeur_Ons
Sanesi_Gaia Sama_Sathwika
Prati_Federica Han_Xinyun
Cherubini_Diletta Mitu_Andreea
Sakatsume_Himeno Zolotareva_Anastasia
Drummy_Georgia Silva_Eden
Niculescu_Monica Schunk_Nastasja
Brady_Jennifer Pulchartova_Laetitia
Luca_Reka Stephens_Sloane
Romer_Charlotte Erjavec_Veronika
Plipuech_Peangtarn Kajuru_Ange
Manasse_Maegan Abduraimova_Nigina
Simmonds_Chanel Bereznyak_Shelly
Gaspar_Ioana Kerkhove_Lesley
Collins_Danielle Parres_Olga
Raina_Ankita Liu_Chang
Kiick_Allie Drazic_Mariana
Elie_Jennifer Han_Na-lae
Noel_Mallaurie Dolehide_Caroline
Brito_Fernanda Oliynykova_Oleksandra
Olyanovskaya_Valeriya Kessler_Mccartney
Nahimana_Sada Portillo_Maria
Ibbou_Ines Yepifanova_Alexandra
Zarazua_Renata Armitano_Mathilde
Khirin_Nicole Lao_Danielle
Potapova_Anastasia Mishina_Daria
Bouzas_Jessica Defalco_Jenna
Chirico_Louisa Kanev_Kathleen
Hondo_Sakura Falconi_Irina
Minella_Mandy Rakhimova_Kamilla
Drahota_Dorka Ainitdinova_Gozal
Marinkovic_Bojana Olmos_Giuliana
Ochsner_Svenja Eikeri_Ulrikke
Koshiishi_Ayumi Danilina_Anna
Kuzmova_Katarina Hercog_Polona
Shimizu_Ayano Burdina_Evgeniya
Prati_Federica Sanesi_Gaia
Cherubini_Diletta Sakatsume_Himeno
Drummy_Georgia Niculescu_Monica
Luca_Reka Brady_Jennifer
Romer_Charlotte Plipuech_Peangtarn
Manasse_Maegan Simmonds_Chanel
Gaspar_Ioana Collins_Danielle
Kiick_Allie Raina_Ankita
Noel_Mallaurie Elie_Jennifer
Olyanovskaya_Valeriya Brito_Fernanda
Ibbou_Ines Nahimana_Sada
Zarazua_Renata Khirin_Nicole
Potapova_Anastasia Bouzas_Jessica
Chirico_Louisa Hondo_Sakura
Drahota_Dorka Minella_Mandy
Marinkovic_Bojana Ochsner_Svenja
Koshiishi_Ayumi Kuzmova_Katarina
Shimizu_Ayano Prati_Federica
Drummy_Georgia Cherubini_Diletta
Romer_Charlotte Luca_Reka
Gaspar_Ioana Manasse_Maegan
Kiick_Allie Noel_Mallaurie
Ibbou_Ines Olyanovskaya_Valeriya
Zarazua_Renata Potapova_Anastasia
Chirico_Louisa Drahota_Dorka
Marinkovic_Bojana Koshiishi_Ayumi
Shimizu_Ayano Drummy_Georgia
Romer_Charlotte Gaspar_Ioana
Kiick_Allie Ibbou_Ines
Zarazua_Renata Chirico_Louisa
Shimizu_Ayano Marinkovic_Bojana
Romer_Charlotte Kiick_Allie
Shimizu_Ayano Zarazua_Renata
Romer_Charlotte Shimizu_Ayano
affichage_matchs_tournoi Londres 2019
enregistrement_tournoi New-York 2019
Zakarlyuk_Marianna Vandeweghe_CoCo
Kostova_Elitsa Dolehide_Caroline
Eala_Alexandra Buzarnescu_Mihaela
Liu_Fangzhou Pieri_Jessica
Orange_Margaux Kobayashi_Honoka
Zhang_Shuai Kempen_Magali
Kozlova_Kateryna Bhunu_Valeria
Escauriza_Lara Astakhova_Darya
Livianu_Jessica Marcinko_Petra
Burger_Cindy Andreeva_Erika
Chwalinska_Maja LovriC_Pia
Curovic_Tamara Kawamura_Mana
Ormaechea_Paula Leonard_Manon
Rouvroy_Margaux Sukhotina_Anastasia
Glushko_Lina Ozaki_Risa
Martinez_Carlota Kissell_Joelle
Ayukawa_Mana Bouchard_Eugenie
Blinkova_Anna Falconi_Irina
Benoit_Marie Ivakhnenko_Valentyna
Vasilescu_Arina Caregaro_Martina
Keys_Madison Hodzic_Mina
Brouleau_Lou Paoletti_Matilde
Gjorcheska_Lina Herrmann_Sina
Burdina_Evgeniya Fruhvirtova_Linda
Bencheikh_Loudmilla PantuCkova_Magdalena
Adler_Lou Giorgi_Camila
Maitane_Usue Makarova_Ekaterina
Imanishi_Miharu Hance_Kimmi
Turati_Anna Cristina_Paula
Miklova_Barbora Han_Na-lae
Failla_Jessica Babos_Timea
Rosca_Andreea Parnaby_Alana
Boskovic_Lea Zarazua_Renata
Lao_Danielle Cepelova_Jana
Eraydin_Basak Reami_Adriana
Vanhoutte_Chelsea Kobori_Momoko
Ukolova_Anna Droguet_Aubane
Kolzer_Romy Muhammad_Asia
Ianchuk_Olga Hanatani_Nagi
Mitu_Andreea Duan_Yingying
Karatantcheva_Sesil Simmonds_Chanel
Ng_Taylor Chaudhari_Vaidehi
Luca_Reka Duval_Victoria
Christie_Freya Shaffer_Kennedy
McHale_Christina Vismane_Daniela
Fernandez_Leylah Koshiishi_Ayumi
Radwanska_Urszula Aney_Jessie
Kovapitukted_Punnin Lantigua_Ana
Chang_Sophie Kozarov_Katarina
Azarenka_Victoria Cheong_Naomi
Jandakate_Chompoothip Viertler_Marion
Park_Sohyun Montez_Pamela
Colling_Solymar Carreras_Amanda
Cako_Jacqueline Janicijevic_Selena
Arango_Emiliana Mladenovic_Kristina
Ying_Man Oosterhout_Erica
Ene_Cristina Kerber_Angelique
Bavisetti_Sowjanya Ushijima_Risa
Al-Nabhani_Fatma Kenin_Sofia
Diyas_Zarina Paszek_Tamira
Delai_Melania Flipkens_Kirsten
Lourdes_Maria Day_Kayla
Jeanjean_Leolia Timofeeva_Maria
Bertoloni_Anita Desai_Zeel
Kostova_Elitsa Zakarlyuk_Marianna
Eala_Alexandra Liu_Fangzhou
Orange_Margaux Zhang_Shuai
Escauriza_Lara Kozlova_Kateryna
Livianu_Jessica Burger_Cindy
Curovic_Tamara Chwalinska_Maja
Ormaechea_Paula Rouvroy_Margaux
Martinez_Carlota Glushko_Lina
Ayukawa_Mana Blinkova_Anna
Vasilescu_Arina Benoit_Marie
Keys_Madison Brouleau_Lou
Burdina_Evgeniya Gjorcheska_Lina
Adler_Lou Bencheikh_Loudmilla
Maitane_Usue Imanishi_Miharu
Turati_Anna Miklova_Barbora
Failla_Jessica Rosca_Andreea
Boskovic_Lea Lao_Danielle
Vanhoutte_Chelsea Eraydin_Basak
Ukolova_Anna Kolzer_Romy
Mitu_Andreea Ianchuk_Olga
Ng_Taylor Karatantcheva_Sesil
Luca_Reka Christie_Freya
McHale_Christina Fernandez_Leylah
Radwanska_Urszula Kovapitukted_Punnin
Azarenka_Victoria Chang_Sophie
Park_Sohyun Jandakate_Chompoothip
Colling_Solymar Cako_Jacqueline
Arango_Emiliana Ying_Man
Ene_Cristina Bavisetti_Sowjanya
Diyas_Zarina Al-Nabhani_Fatma
Lourdes_Maria Delai_Melania
Jeanjean_Leolia Bertoloni_Anita
Eala_Alexandra Kostova_Elitsa
Orange_Margaux Escauriza_Lara
Curovic_Tamara Livianu_Jessica
Martinez_Carlota Ormaechea_Paula
Vasilescu_Arina Ayukawa_Mana
Keys_Madison Burdina_Evgeniya
Maitane_Usue Adler_Lou
Turati_Anna Failla_Jessica
Boskovic_Lea Vanhoutte_Chelsea
Ukolova_Anna Mitu_Andreea
Luca_Reka Ng_Taylor
Radwanska_Urszula McHale_Christina
Park_Sohyun Azarenka_Victoria
Arango_Emiliana Colling_Solymar
Diyas_Zarina Ene_Cristina
Lourdes_Maria Jeanjean_Leolia
Eala_Alexandra Orange_Margaux
Martinez_Carlota Curovic_Tamara
Vasilescu_Arina Keys_Madison
Maitane_Usue Turati_Anna
Ukolova_Anna Boskovic_Lea
Luca_Reka Radwanska_Urszula
Arango_Emiliana Park_Sohyun
Lourdes_Maria Diyas_Zarina
Martinez_Carlota Eala_Alexandra
Maitane_Usue Vasilescu_Arina
Luca_Reka Ukolova_Anna
Arango_Emiliana Lourdes_Maria
Martinez_Carlota Maitane_Usue
Arango_Emiliana Luca_Reka
Martinez_Carlota Arango_Emiliana
affichage_matchs_tournoi New-York 2019
enregistrement_tournoi Melbourne 2020
Christensen_Elle Lu_Jiajing
Belgraver_Julie Anisimova_Amanda
Kurata_Nathaly Custic_Marta
Abe_Hiromi Babos_Timea
Siegemund_Laura Aikawa_Mayuka
Baptiste_Hailey Kobayashi_Honoka
BreCkova_Nikola Zarycka_Anastasia
Herrmann_Sina Caregaro_Martina
McNally_Catherine Dunne_Katy
Nguyen_Lucie Wildgruber_Anja
Hontama_Mai Inoue_Hina
Morderger_Tayisiya Ekani_Irys
Bogdan_Ana Mishina_Daria
Doi_Misaki Ryser_Valentina
Romeo_Caroline Leonard_Manon
Kuznetsova_Svetlana Lopatetska_Daria
Chang_Sophie Bencheikh_Loudmilla
Shusharina_Maria Appleton_Emily
Steur_Julyette Karatantcheva_Sesil
Danilovic_Olga Deichmann_Kathinka
Keller_Nadine Osborne_Alexandra
Tran_Lian Celik_Susanne
Rusova_Alica Tsurenko_Lesia
Chaudhari_Vaidehi Hibino_Nao
Ma_Shuyue Ignatik_Alexandra
Carrillo_Alba Myers_Abbie
Maria_Tatjana Dodin_Oceane
Gutierrez_Maria Kruger_Zoe
Capurro_Martina Cornet_Alize
Lavino_Irene Mandlik_Elizabeth
Duerst_Jenny Delai_Melania
Liang_En-shuo Zimmermann_Kimberley
Chanta_Aunchisa Skamlova_Chantal
Reami_Adriana Granwehr_Alina
Meyer_Luisa Mendez_Seone
Barthel_Mona Ostlund_Fanny
Bassols_Marina Ramialison_Irina
Dema_Viktoriia Orange_Margaux
Klincov_Bojana Hondo_Sakura
Saigo_Rina Sato_Naho
Drazic_Mariana Zaja_Anna
Milovanovic_Elena Miyazaki_Yuriko
Mattek-Sands_Bethanie Han_Na-lae
Gasanova_Anastasia Gillan_Alice
Rey_Alba Kalinina_Anhelina
Gadecki_Olivia Kawaguchi_Natsumi
Cervino_Celia Kudermetova_Polina
Inoue_Miyabi Zhang_Ying
Kim_Da-bin Strakhova_Valeriya
Sakellaridi_Sapfo Berankova_Karolina
Osaka_Mari Volynets_Katie
Grymalska_Anastasia Chlpac_Agustina
Tilbuerger_Jantje Jebawy_Jasmin
Akita_Shiho Ianchuk_Olga
Hu_Victoria Niemeier_Jule
Oosterhout_Erica Vasilescu_Arina
Ioana_Laura Boulter_Katie
Amiraghyan_Ani KuCova_Kristina
Talbi_Shalimar Hobgarski_Katharina
Khirin_Nicole You_Xiaodi
Maria_Patricia Kania_Paula
Jokic_Katarina Dolehide_Caroline
Hennemann_Caijsa Ruzic_Antonia
Woolcock_Belinda Zavatska_Katarina
Belgraver_Julie Christensen_Elle
Kurata_Nathaly Abe_Hiromi
Siegemund_Laura Baptiste_Hailey
Herrmann_Sina BreCkova_Nikola
Nguyen_Lucie McNally_Catherine
Morderger_Tayisiya Hontama_Mai
Bogdan_Ana Doi_Misaki
Romeo_Caroline Kuznetsova_Svetlana
Chang_Sophie Shusharina_Maria
Steur_Julyette Danilovic_Olga
Tran_Lian Keller_Nadine
Rusova_Alica Chaudhari_Vaidehi
Carrillo_Alba Ma_Shuyue
Gutierrez_Maria Maria_Tatjana
Capurro_Martina Lavino_Irene
Liang_En-shuo Duerst_Jenny
Chanta_Aunchisa Reami_Adriana
Barthel_Mona Meyer_Luisa
Bassols_Marina Dema_Viktoriia
Klincov_Bojana Saigo_Rina
Drazic_Mariana Milovanovic_Elena
Mattek-Sands_Bethanie Gasanova_Anastasia
Rey_Alba Gadecki_Olivia
Cervino_Celia Inoue_Miyabi
Sakellaridi_Sapfo Kim_Da-bin
Grymalska_Anastasia Osaka_Mari
Tilbuerger_Jantje Akita_Shiho
Oosterhout_Erica Hu_Victoria
Amiraghyan_Ani Ioana_Laura
Khirin_Nicole Talbi_Shalimar
Maria_Patricia Jokic_Katarina
Hennemann_Caijsa Woolcock_Belinda
Kurata_Nathaly Belgraver_Julie
Herrmann_Sina Siegemund_Laura
Morderger_Tayisiya Nguyen_Lucie
Romeo_Caroline Bogdan_Ana
Steur_Julyette Chang_Sophie
Tran_Lian Rusova_Alica
Carrillo_Alba Gutierrez_Maria
Capurro_Martina Liang_En-shuo
Barthel_Mona Chanta_Aunchisa
Bassols_Marina Klincov_Bojana
Mattek-Sands_Bethanie Drazic_Mariana
Cervino_Celia Rey_Alba
Sakellaridi_Sapfo Grymalska_Anastasia
Tilbuerger_Jantje Oosterhout_Erica
Khirin_Nicole Amiraghyan_Ani
Maria_Patricia Hennemann_Caijsa
Kurata_Nathaly Herrmann_Sina
Morderger_Tayisiya Romeo_Caroline
Steur_Julyette Tran_Lian
Capurro_Martina Carrillo_Alba
Bassols_Marina Barthel_Mona
Cervino_Celia Mattek-Sands_Bethanie
Tilbuerger_Jantje Sakellaridi_Sapfo
Maria_Patricia Khirin_Nicole
Morderger_Tayisiya Kurata_Nathaly
Capurro_Martina Steur_Julyette
Cervino_Celia Bassols_Marina
Maria_Patricia Tilbuerger_Jantje
Capurro_Martina Morderger_Tayisiya
Cervino_Celia Maria_Patricia
Cervino_Celia Capurro_Martina
enregistrement_tournoi Paris 2020
Saigo_Rina Mendez_Seone
Mladenovic_Kristina Hosonuma_Chisa
Arango_Emiliana Pliskova_Kristyna
Vesnina_Elena Hibi_Mayo
Lee_Sarah Sysoeva_Anastasia
Bencheikh_Loudmilla Gorgodze_Ekaterine
Gabric_Anna Giavara_Haley
Kalinskaya_Anna Sharipova_Sabina
Boulter_Katie Eala_Alexandra
Guo_Shanshan Wang_Yafan
Sherif_Mayar Ng_Taylor
Ainitdinova_Gozal Hogenkamp_Richel
Korpatsch_Tamara Azarenka_Victoria
Dodin_Oceane Spiteri_Dalila
Tikhonova_Anastasia Palkina_Ksenia
Dunne_Katy Glatch_Alexa
Rybakina_Elena Kurata_Nathaly
Piter_Katarzyna Skamlova_Chantal
Ruppert_Lena Mcadoo_Rasheeda
Danilina_Anna Luca_Reka
Lamens_Suzan Lumsden_Maia
Yerolymos_Margot Kostyuk_Marta
Romeo_Caroline Vishnevskaya_Ekaterina
Djakovic_Mihaela Raducanu_Emma
Bilardo_Federica Ivanova_Dasha
Lacasse_Raphaelle Zheng_Wushuang
Radwanska_Urszula Zanevska_Maryna
Benoit_Marie Herdzelas_Dea
Salkova_Dominika Kim_Da-bin
Jabeur_Ons Kenin_Sofia
Zhu_Amy Suvrijn_Jade
Samir_Sandra Dalakishvili_Mariam
Komardina_Anastasiya Woolcock_Belinda
Cherubini_Diletta Duval_Victoria
Saidenova_Noel Brancaccio_Nuria
In-Albon_Ylena KrejCikova_Barbora
Hayashi_Erina Tang_Qianhui
Koshiishi_Ayumi Manasse_Maegan
Steur_Julyette Wildgruber_Anja
Chernyshova_Maryna Laskutova_Ksenia
Spigarelli_Martina Arruabarrena_Lara
Rogers_Shelby Weedon_Andrea
Yadlapalli_Pranjala Kempen_Magali
Brito_Fernanda Konjuh_Ana
Zhao_Carol Glushko_Lina
Fossa_Nicole Capurro_Martina
Brantmeier_Reese Feng_Shuo
CvetkoviC_Tina Renee_Andrea
Kozlova_Kateryna Whittle_Sophia
HoraCkova_Gabriela Dolehide_Caroline
Buyukakçay_Çagla Dmitrichenko_Yekaterina
Talbi_Shalimar Desai_Zeel
Hartono_Arianne Gaspar_Ioana
Collins_Danielle Ibbou_Ines
Livianu_Jessica Kan_Victoria
Chirico_Louisa Monroy_Yuliana
Simmonds_Chanel Avdeeva_Julia
Dascalu_Nicoleta Sama_Sathwika
Sekulic_Sarah-Rebecca Kvitova_Petra
Cako_Jacqueline Wurth_Tara
Scala_Camilla Sanz-Llaneza_Almudena
Estable_Julieta Montgomery_Robin
Samudio_Antonia Paolini_Jasmine
Carter_Hayley Burdina_Evgeniya
Saigo_Rina Mladenovic_Kristina
Vesnina_Elena Arango_Emiliana
Lee_Sarah Bencheikh_Loudmilla
Kalinskaya_Anna Gabric_Anna
Guo_Shanshan Boulter_Katie
Sherif_Mayar Ainitdinova_Gozal
Korpatsch_Tamara Dodin_Oceane
Tikhonova_Anastasia Dunne_Katy
Rybakina_Elena Piter_Katarzyna
Ruppert_Lena Danilina_Anna
Lamens_Suzan Yerolymos_Margot
Romeo_Caroline Djakovic_Mihaela
Lacasse_Raphaelle Bilardo_Federica
Radwanska_Urszula Benoit_Marie
Salkova_Dominika Jabeur_Ons
Samir_Sandra Zhu_Amy
Komardina_Anastasiya Cherubini_Diletta
Saidenova_Noel In-Albon_Ylena
Koshiishi_Ayumi Hayashi_Erina
Chernyshova_Maryna Steur_Julyette
Rogers_Shelby Spigarelli_Martina
Yadlapalli_Pranjala Brito_Fernanda
Zhao_Carol Fossa_Nicole
Brantmeier_Reese CvetkoviC_Tina
Kozlova_Kateryna HoraCkova_Gabriela
Buyukakçay_Çagla Talbi_Shalimar
Hartono_Arianne Collins_Danielle
Livianu_Jessica Chirico_Louisa
Simmonds_Chanel Dascalu_Nicoleta
Cako_Jacqueline Sekulic_Sarah-Rebecca
Scala_Camilla Estable_Julieta
Samudio_Antonia Carter_Hayley
Saigo_Rina Vesnina_Elena
Kalinskaya_Anna Lee_Sarah
Sherif_Mayar Guo_Shanshan
Tikhonova_Anastasia Korpatsch_Tamara
Ruppert_Lena Rybakina_Elena
Lamens_Suzan Romeo_Caroline
Lacasse_Raphaelle Radwanska_Urszula
Salkova_Dominika Samir_Sandra
