definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Gonzalez_Montserrat Liang_En-shuo
Timofeeva_Maria Cherubini_Diletta
Min_Grace Matviyenko_Lisa
Vismane_Daniela Swiatek_Iga
Gauff_Cori Shvedova_Yaroslava
Zuger_Joanne Cortez_Lucia
Wang_Qiang Catini_Chiara
Guo_Meiqi Siskova_Anna
Jorge_Matilde Meliss_Verena
CvetkoviC_Tina Ponchet_Jessika
Bronzetti_Lucia Rame_Alice
Monnet_Carole Katic_Vlada
Bandecchi_Susan Badosa_Paula
Sewing_Sofia Saner_Julita
Bhunu_Valeria Orange_Margaux
Desai_Zeel Koval_Vlada
Brantmeier_Reese Desperrier_Gaelle
Azarenka_Victoria Niculescu_Monica
Kostyuk_Marta Bihan_Kelia
Black_Hurricane Day_Kayla
Rakhimova_Kamilla Bondar_Anna
Kaji_Haruka Armitano_Mathilde
Mattek-Sands_Bethanie Lindh_Emilie
Caregaro_Martina Bucsa_Cristina
Bai_Alison Reyngold_Ekaterina
Manasse_Maegan Lemoine_Quirine
Burrage_Jodie Pribylova_Anastasia
Radisic_Nika Begu_Irina-Camelia
Davis_Lauren Dmitrichenko_Yekaterina
Shapatava_Sofia Zhang_Yuxuan
Benoit_Marie Jimenez_Victoria
Liu_Chang Kraus_Sinja
Grymalska_Anastasia Rossi_Federica
Tubello_Alice Khirin_Nicole
Njiric_Silvia Duerst_Jenny
Vandeweghe_CoCo Jebawy_Jasmin
Marino_Rebecca Rodriguez_Victoria
Pieri_Jessica Guo_Hanyu
Steur_Julyette Demidova_Diana
Kuzmova_Viktoria Graham_Alexa
Sabino_Lisa LovriC_Pia
Pulchartova_Laetitia Gatto-Monticone_Giulia
Namigata_Junri Aney_Jessie
Sawangkaew_Mananchaya Van_Alison
Sun_Xuliu Puig_Monica
Parres_Olga Colmegna_Martina
Bernardi_Clothilde  Eikeri_Ulrikke
Gadient_Nicole Primorac_Iva
Buyukakçay_Çagla Popovic_Ivana
Diyas_Zarina Radanovic_Dejana
Gavrilova_Daria Brito_Fernanda
Kolodynska_Jana Ponomar_Lisa
Laskutova_Ksenia Kang_Jiaqi
Fahey_Katharine Sysoeva_Anastasia
Cheong_Naomi Martinez_Carlota
Kawaguchi_Natsumi Gutierrez_Maria
Chong_Eudice Komardina_Anastasiya
Fernanda_Maria Kawa_Katarzyna
Vekic_Donna Salkova_Dominika
Boisson_Lois Samir_Sandra
Georges_Myrtille Dulgheru_Alexandra
Bereznyak_Shelly Kalita_Anhelina
Cisovska_Romana Livianu_Jessica
Capurro_Martina Trevisan_Martina
Timofeeva_Maria Gonzalez_Montserrat
Vismane_Daniela Min_Grace
Zuger_Joanne Gauff_Cori
Guo_Meiqi Wang_Qiang
CvetkoviC_Tina Jorge_Matilde
Monnet_Carole Bronzetti_Lucia
Bandecchi_Susan Sewing_Sofia
Desai_Zeel Bhunu_Valeria
Brantmeier_Reese Azarenka_Victoria
Kostyuk_Marta Black_Hurricane
Rakhimova_Kamilla Kaji_Haruka
Caregaro_Martina Mattek-Sands_Bethanie
Bai_Alison Manasse_Maegan
Burrage_Jodie Radisic_Nika
Davis_Lauren Shapatava_Sofia
Benoit_Marie Liu_Chang
Grymalska_Anastasia Tubello_Alice
Njiric_Silvia Vandeweghe_CoCo
Pieri_Jessica Marino_Rebecca
Kuzmova_Viktoria Steur_Julyette
Pulchartova_Laetitia Sabino_Lisa
Namigata_Junri Sawangkaew_Mananchaya
Sun_Xuliu Parres_Olga
Bernardi_Clothilde  Gadient_Nicole
Diyas_Zarina Buyukakçay_Çagla
Kolodynska_Jana Gavrilova_Daria
Laskutova_Ksenia Fahey_Katharine
Kawaguchi_Natsumi Cheong_Naomi
Chong_Eudice Fernanda_Maria
Vekic_Donna Boisson_Lois
Bereznyak_Shelly Georges_Myrtille
Cisovska_Romana Capurro_Martina
Vismane_Daniela Timofeeva_Maria
Zuger_Joanne Guo_Meiqi
CvetkoviC_Tina Monnet_Carole
Desai_Zeel Bandecchi_Susan
Brantmeier_Reese Kostyuk_Marta
Rakhimova_Kamilla Caregaro_Martina
Burrage_Jodie Bai_Alison
Davis_Lauren Benoit_Marie
Njiric_Silvia Grymalska_Anastasia
Kuzmova_Viktoria Pieri_Jessica
Pulchartova_Laetitia Namigata_Junri
Bernardi_Clothilde  Sun_Xuliu
Diyas_Zarina Kolodynska_Jana
Kawaguchi_Natsumi Laskutova_Ksenia
Vekic_Donna Chong_Eudice
Bereznyak_Shelly Cisovska_Romana
Vismane_Daniela Zuger_Joanne
CvetkoviC_Tina Desai_Zeel
Brantmeier_Reese Rakhimova_Kamilla
Davis_Lauren Burrage_Jodie
Njiric_Silvia Kuzmova_Viktoria
Bernardi_Clothilde  Pulchartova_Laetitia
Diyas_Zarina Kawaguchi_Natsumi
Bereznyak_Shelly Vekic_Donna
Vismane_Daniela CvetkoviC_Tina
Brantmeier_Reese Davis_Lauren
Njiric_Silvia Bernardi_Clothilde 
Bereznyak_Shelly Diyas_Zarina
Vismane_Daniela Brantmeier_Reese
Bereznyak_Shelly Njiric_Silvia
Vismane_Daniela Bereznyak_Shelly
enregistrement_tournoi New-York 2019
Reasco_Mell Lukas_Tena
Prisacariu_Andreea Waltert_Simona
Kim_Da-bin Gorgodze_Ekaterine
Hatouka_Yuliya Bereznyak_Shelly
Harrison_Catherine Begu_Irina-Camelia
Ayukawa_Mana Kraus_Sinja
Hance_Kimmi Marfutina_Maria
Herrmann_Sina Fanning_Emily
Ninomiya_Makoto Silich_Alina
Hosonuma_Chisa Chavatipon_Charlotte
Parrizas_Nuria Minella_Mandy
Min_Grace Zanevska_Maryna
Kinard_Tori Ozeki_Michika
Brito_Fernanda Gasparyan_Margarita
Ostapenko_Jeļena Li_Ann
Zheng_Saisai Vanlangendonck_Eliessa
Palkina_Ksenia Muguruza_Garbine
Paolini_Jasmine Livianu_Jessica
Diyas_Zarina Wurth_Tara
Bacsinszky_Timea Marcinko_Petra
Charaeva_Alina Bondarenko_Maria
Van_Chanelle Gavrila_Oana
Wargnier_Lucie Sasnovich_Aliaksandra
Ene_Cristina Perrin_Conny
Barty_Ashleigh Bartunkova_Nikola
Yadlapalli_Pranjala Glushko_Lina
Katic_Vlada Ezzat_Yasmin
Tan_Harmony Garland_Joanna
Serban_Raluca Bjorklund_Mirjam
Zhuk_Sofya Jaruskova_Timea
Sabino_Lisa Noel_Mallaurie
Curovic_Tamara Paoletti_Matilde
Shaffer_Kennedy Cascino_Estelle
Bencheikh_Loudmilla Tanaka_Yuuki
Jimenez_Victoria Scala_Camilla
Hourigan_Paige Han_Jiangxue
Rodriguez_Victoria Gavrilova_Daria
Dema_Viktoriia Smith_Alicia
Anisimova_Amanda Duval_Victoria
Cavalle-Reimers_Yvonne Rybakina_Elena
Frech_Magdalena Tere-Apisah_Abigail
Muhammad_Asia Black_Hurricane
Komardina_Anastasiya Kozyreva_Maria
Suvrijn_Jade Lamens_Suzan
Rubini_Stefania Lottner_Antonia
Hu_Victoria Kissell_Joelle
Ghitescu_Andreea Burrage_Jodie
Maria_Tatjana Keller_Nadine
Paszek_Tamira Avanesyan_Elina
Liauw_Noa Adler_Lou
