definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Sukhotina_Anastasia Catini_Chiara
Hartono_Arianne Samudio_Antonia
Grammatikopoulou_Valentini Chong_Eudice
Detiuc_Anastasia Prati_Federica
Sawangkaew_Mananchaya Wang_Yafan
Kudermetova_Polina Black_Hurricane
Sabino_Lisa Fetecau_Irina
Helmi_Olga Yashina_Ekaterina
Moratelli_Angelica Howard_Zoe
Bhunu_Valeria Chang_Han-na
Muntean_Victoria Kasatkina_Daria
Leykina_Polina Tomic_Sara
Schader_Laura Klaffner_Melanie
Kalieva_Elvina Grabher_Julia
Hewitt_Dalayna Koval_Vlada
Puig_Monica Muchova_Karolina
Brancaccio_Nuria Dunne_Katy
Falkowska_Weronika Davis_Lauren
Flink_Varvara Monnet_Carole
Reasco_Mell Murray_Samantha
Quadre_Barakat Loeb_Jamie
Kajuru_Ange Ignatik_Alexandra
Glushko_Julia Armitano_Mathilde
Bogdan_Ana Yerolymos_Margot
Li_Ann Lee_Eunhye
Drummy_Georgia Drahota_Dorka
Guillermo_Lorraine Ezzat_Yasmin
Gleason_Quinn Yuan_Chengyiyi
Diatchenko_Vitalia Yi_Ya
Marinkovic_Bojana Bhatia_Riya
Cristian_Jaqueline Lansere_Sofya
Liang_En-shuo Bavisetti_Sowjanya
Yang_Yidi Naito_Yuki
Morderger_Tayisiya Wang_Xinyu
Erjavec_Veronika Bronzetti_Lucia
Dinu_Cristina Rosatello_Camilla
Drazic_Mariana Halbauer_Elizabeth
Al-Nabhani_Fatma Kuznetsova_Svetlana
Golubic_Viktorija Brito_Fernanda
Evtimova_Dia Duerst_Jenny
Collins_Danielle Sasnovich_Aliaksandra
Vanlangendonck_Eliessa Ryser_Valentina
Liu_Fangzhou Zolotareva_Anastasia
Gatto-Monticone_Giulia Bihan_Kelia
Kolodziejova_Miriam Day_Kayla
Gadecki_Olivia Guerrero_Eva
Bejlek_Sara Vroome_Indy
Temin_Marie Bencic_Belinda
Desai_Zeel Begu_Irina-Camelia
Ureke_Anna Demidova_Diana
Kawa_Katarzyna Martincova_Tereza
Fiquet_Tiphanie Simmonds_Chanel
Dagan_Mika Manasse_Maegan
Chiesa_Deborah Antonitsch_Mira
Lee_Hua-Chen Lizarazo_Yuliana
Kalinskaya_Anna Makarova_Ekaterina
Benoit_Marie Sun_Lulu
Sharipova_Sabina Cabrera_Lizette
Vandeweghe_CoCo Lahey_Ashley
Brodsky_Gail Sevastova_Anastasija
Min_Grace Branstine_Carson
Sun_Ziyue Teichmann_Jil
Gervais_Julie Sato_Naho
Kudashova_Daria Kalita_Anhelina
Sukhotina_Anastasia Hartono_Arianne
Detiuc_Anastasia Grammatikopoulou_Valentini
Kudermetova_Polina Sawangkaew_Mananchaya
Helmi_Olga Sabino_Lisa
Moratelli_Angelica Bhunu_Valeria
Muntean_Victoria Leykina_Polina
Kalieva_Elvina Schader_Laura
Puig_Monica Hewitt_Dalayna
Brancaccio_Nuria Falkowska_Weronika
Reasco_Mell Flink_Varvara
Kajuru_Ange Quadre_Barakat
Glushko_Julia Bogdan_Ana
Drummy_Georgia Li_Ann
Guillermo_Lorraine Gleason_Quinn
Marinkovic_Bojana Diatchenko_Vitalia
Cristian_Jaqueline Liang_En-shuo
Yang_Yidi Morderger_Tayisiya
Dinu_Cristina Erjavec_Veronika
Al-Nabhani_Fatma Drazic_Mariana
Golubic_Viktorija Evtimova_Dia
Vanlangendonck_Eliessa Collins_Danielle
Gatto-Monticone_Giulia Liu_Fangzhou
Kolodziejova_Miriam Gadecki_Olivia
Temin_Marie Bejlek_Sara
Ureke_Anna Desai_Zeel
Fiquet_Tiphanie Kawa_Katarzyna
Chiesa_Deborah Dagan_Mika
Lee_Hua-Chen Kalinskaya_Anna
Benoit_Marie Sharipova_Sabina
Vandeweghe_CoCo Brodsky_Gail
Min_Grace Sun_Ziyue
Kudashova_Daria Gervais_Julie
Detiuc_Anastasia Sukhotina_Anastasia
Kudermetova_Polina Helmi_Olga
Muntean_Victoria Moratelli_Angelica
Kalieva_Elvina Puig_Monica
Reasco_Mell Brancaccio_Nuria
Kajuru_Ange Glushko_Julia
Drummy_Georgia Guillermo_Lorraine
