definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
You_Xiaodi Scholsen_Helene
Gadecki_Olivia Cavalle-Reimers_Yvonne
Delai_Melania Hourigan_Paige
Burdina_Evgeniya Mutavdzic_Matilda
Sakkari_Maria Lee_Gabriela
Fung_Stacey Kudermetova_Veronika
Kimchi_Shavit Deichmann_Kathinka
Pliskova_Kristyna Wang_Xinyu
Douglas_Ellie Kuznetsova_Svetlana
Portillo_Maria Hobgarski_Katharina
Contreras_Fernanda Saigo_Rina
Mintegi_Ane Skamlova_Chantal
Berankova_Karolina Yuan_Yue
Lao_Danielle Kovapitukted_Punnin
Sakellaridi_Sapfo Muguruza_Garbine
Babel_Oceane Jabeur_Ons
Dunne_Katy Chang_Sophie
Ene_Cristina Ianchuk_Olga
Isaeva_Anhzelika Burel_Clara
Plipuech_Peangtarn Herdzelas_Dea
Saez_Olga Stearns_Peyton
Diyas_Zarina Han_Na-lae
Amiraghyan_Ani Martic_Petra
LovriC_Pia Tomanova_Nikola
Kuzmova_Viktoria Black_Hurricane
Temin_Marie Atucha_Ainhoa
Kruger_Zoe PotoCnik_Nina
Konta_Johanna Kudermetova_Polina
Parry_Diane Pigossi_Laura
Lahey_Ashley Bogdan_Ana
Vidmanova_Darja Bojovic_Jana
Makarova_Ekaterina Kontaveit_Anett
Burrage_Jodie Danilovic_Olga
Oz_Ipek Ortenzi_Jazmin
Yi_Hong Arshinkova_Petia
Gavrila_Oana Ibbou_Ines
Grabher_Julia Lacasse_Raphaelle
Kukharchuk_Nika Moore_Tara
Keller_Nadine Husaric_Anita
Mansouri_Yasmine Yi_Ya
Elie_Jennifer Pulchartova_Laetitia
Zarycka_Anastasia Halep_Simona
Katic_Vlada Lottner_Antonia
Prisacariu_Andreea Bouchard_Eugenie
Gatica_Barbara Kempen_Magali
Ce_Gabriela Webley-Smith_Emily
Sun_Ziyue Luca_Reka
Hartono_Arianne Pieri_Jessica
Meri_Eszter Rogowska_Olivia
Lizarazo_Yuliana Szabanin_Natalia
Middendorf_Julia Niemeier_Jule
Ukolova_Anna Oliynykova_Oleksandra
Jaruskova_Timea Montez_Pamela
Li_Ann Dodin_Oceane
Martincova_Tereza Doroshina_Olga
Lorenzo_Francesca Dagan_Mika
Lu_Jiaxi Desperrier_Gaelle
Jovic_Jovana Yastremska_Dayana
Laskutova_Ksenia Bacsinszky_Timea
Kerber_Angelique Ferro_Fiona
Wickmayer_Yanina Saidenova_Noel
Lee_Sarah Liu_Claire
Bucsa_Cristina Hercog_Polona
Glushko_Julia Gamarra_Ingrid
You_Xiaodi Gadecki_Olivia
Burdina_Evgeniya Delai_Melania
Fung_Stacey Sakkari_Maria
Kimchi_Shavit Pliskova_Kristyna
Portillo_Maria Douglas_Ellie
Mintegi_Ane Contreras_Fernanda
Lao_Danielle Berankova_Karolina
Babel_Oceane Sakellaridi_Sapfo
Ene_Cristina Dunne_Katy
Plipuech_Peangtarn Isaeva_Anhzelika
Diyas_Zarina Saez_Olga
LovriC_Pia Amiraghyan_Ani
Kuzmova_Viktoria Temin_Marie
Konta_Johanna Kruger_Zoe
Lahey_Ashley Parry_Diane
Vidmanova_Darja Makarova_Ekaterina
Oz_Ipek Burrage_Jodie
Yi_Hong Gavrila_Oana
Kukharchuk_Nika Grabher_Julia
Mansouri_Yasmine Keller_Nadine
Zarycka_Anastasia Elie_Jennifer
Katic_Vlada Prisacariu_Andreea
Ce_Gabriela Gatica_Barbara
Sun_Ziyue Hartono_Arianne
