definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Waltert_Simona Dinu_Cristina
Shapatava_Sofia Kang_Jiaqi
Krunic_Aleksandra Golubic_Viktorija
Kulikova_Anastasia Arseneault_Ariana
Armitano_Mathilde Reyngold_Ekaterina
Tauson_Clara Kanev_Kathleen
Koval_Vlada Gasanova_Anastasia
Mladenovic_Kristina Lodikova_Daria
Dolehide_Caroline Tran_Lian
Choi_Ji-hee Husaric_Anita
Subhash_Natasha Poznikhirenko_Ganna
Falconi_Irina Shoshyna_Anastasiya
Mansouri_Yasmine Sabalenka_Aryna
Maitane_Usue Crescenzi_Giulia
Desai_Zeel Ueda_Ramu
Klincov_Bojana Cascino_Estelle
Namigata_Junri Bouzkova_Marie
Begu_Irina-Camelia Fett_Jana
Bara_Irina Kobori_Momoko
Droguet_Aubane Bencic_Belinda
Kudermetova_Veronika Niculescu_Monica
Soboleva_Anastasiya Fahey_Katharine
Zvonareva_Vera Maria_Tatjana
Jimenez_Victoria Chaudhari_Vaidehi
Ferrando_Cristiana Burger_Cindy
Gadient_Nicole Tan_Harmony
Pavlyuchenkova_Anastasia Bjorklund_Mirjam
Sawangkaew_Mananchaya Colmegna_Martina
Erjavec_Veronika Maristany_Guiomar
Morvayova_Viktoria Chanta_Aunchisa
Gabueva_Angelina Okamura_Kyoka
Cornet_Alize Park_Sohyun
Bains_Naiktha Heisen_Vivian
Zhao_Carol Duan_Yingying
Laskutova_Ksenia Osuigwe_Whitney
Snigur_Daria Sorribes_Sara
Zanevska_Maryna Yuan_Yue
Sugnaux_Tess Makarova_Ekaterina
Vlasselaer_Clara Stollar_Fanny
Dart_Harriet Shibahara_Ena
Halbauer_Elizabeth Friedsam_Anna-Lena
Gatica_Barbara Dodin_Oceane
Strakhova_Valeriya Tomic_Sara
Amiraghyan_Ani McHale_Christina
Akita_Shiho Saigo_Yukina
In-Albon_Ylena Jakupovic_Dalila
Gasparyan_Margarita Vickery_Sachia
Vesnina_Elena Romeo_Caroline
Rakhimova_Kamilla Avdeeva_Julia
Leonard_Manon Gaspar_Ioana
Herdzelas_Dea Bayerlova_Michaela
Inoue_Hina Cepede_Veronica
Chang_Sophie Zlochova_Zuzana
Brouleau_Lou Vanhoutte_Chelsea
Buzarnescu_Mihaela Milatova_Sofia
Ezzat_Yasmin Kazionova_Ekaterina
Beth_Sarah Kimchi_Shavit
Konjuh_Ana sramkova_Rebecca
Kuzmova_Viktoria Chikaraishi_Yui
Djakovic_Mihaela Monroy_Yuliana
Lys_Eva Shusharina_Maria
Swan_Katie Marand_Sanaz
Frech_Magdalena Lu_Jiaxi
Wu_Ho-Ching Guo_Meiqi
Waltert_Simona Shapatava_Sofia
Krunic_Aleksandra Kulikova_Anastasia
Armitano_Mathilde Tauson_Clara
Koval_Vlada Mladenovic_Kristina
Dolehide_Caroline Choi_Ji-hee
Falconi_Irina Subhash_Natasha
Mansouri_Yasmine Maitane_Usue
Desai_Zeel Klincov_Bojana
Begu_Irina-Camelia Namigata_Junri
Droguet_Aubane Bara_Irina
Kudermetova_Veronika Soboleva_Anastasiya
Jimenez_Victoria Zvonareva_Vera
