definir_nombre_tournois 4
enregistrement_tournoi Londres 2019
Carrillo_Alba Bouzo_Noelia
Kozyreva_Maria Bogdan_Ana
Scilipoti_Sebastianna Mendez_Seone
Vidmanova_Darja Lys_Eva
PotoCnik_Nina Kulambayeva_Zhibek
Montez_Pamela Yamaguchi_Mei
Blinkova_Anna Georgeta_Oana
Barnett_Alicia Doi_Misaki
Bellis_Catherine Tjandramulia_Olivia
Azarenka_Victoria Strakhova_Valeriya
Gerlach_Katharina Zidansek_Tamara
Inoue_Miyabi Brantmeier_Reese
Kasatkina_Daria Halep_Simona
Olyanovskaya_Valeriya Shaffer_Kennedy
Kozaki_Funa Potapova_Anastasia
Kan_Victoria Baptiste_Hailey
Rossi_Federica Ponomar_Lisa
Han_Xinyun Kuzmova_Katarina
Ormaechea_Paula Gatto-Monticone_Giulia
Bencheikh_Loudmilla Cocciaretto_Elisabetta
Niculescu_Monica Ma_Shuyue
Evtimova_Dia Wang_Yafan
Milatova_Sofia Morgina_Anna
Da_Gabriella Giavara_Haley
Rosatello_Camilla Christie_Freya
Custic_Marta Linette_Magda
Chlpac_Agustina Yi_Ya
Drahota_Dorka Kania_Paula
Naya_Guillermina Cabrera_Lizette
Gauff_Cori Bolsova_Aliona
Hon_Priscilla Wildgruber_Anja
Kovinic_Danka Whittle_Sophia
Wang_Meiling Vukovic_Draginja
Molinaro_Eleonora Okuno_Ayaka
Lizarazo_Yuliana Chanta_Aunchisa
Morisaki_Kanako Han_Na-lae
Karolina_Anna Zhang_Shuai
Lukacs_Vanda Khazaniuk_Deniz
Saner_Julita Paolini_Jasmine
Bandecchi_Susan Ureke_Anna
Eikeri_Ulrikke Nara_Kurumi
Capurro_Martina Parres_Olga
Hsieh_Su-wei Lepchenko_Varvara
Murta_Ines Saez_Olga
Ma_Ye-Xin Cakarevic_Sara
Namigata_Junri Van_Alison
Mintegi_Ane Cortez_Lucia
Jorge_Matilde Kudermetova_Polina
Cepede_Veronica Volynets_Katie
Paszek_Tamira PantuCkova_Magdalena
Kurata_Nathaly Pribylova_Anastasia
Lacasse_Raphaelle Rodriguez_Victoria
Zarycka_Anastasia Christensen_Elle
Saigo_Yukina Kalita_Anhelina
