definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Morisaki_Kanako PantuCkova_Magdalena
Hennemann_Caijsa Alhussein_Lamis
Carrillo_Alba Kozarov_Katarina
Szabanin_Natalia Williams_Serena
Hodzic_Mina Timofeeva_Maria
Konta_Johanna Da_Gabriella
Wang_Xinyu Ozaki_Risa
Hoste_Claudia Gervais_Julie
Gamiz_Andrea Sebov_Katherine
Jakupovic_Dalila Hsieh_Su-wei
Alves_Carolina Marand_Sanaz
Dema_Viktoriia Chikaraishi_Yui
Arango_Emiliana Eikeri_Ulrikke
Mitu_Andreea Kalinina_Anhelina
Bara_Irina Anshba_Amina
Lindh_Emilie Ramirez_Evita
Vasilescu_Arina Plipuech_Peangtarn
Sakatsume_Himeno Fiquet_Tiphanie
Weedon_Andrea Watson_Heather
Dascalu_Nicoleta Pribylova_Anastasia
Bulgaru_Miriam Ivanova_Dasha
Bosio_Victoria Gadient_Nicole
Matsuda_Misaki Aney_Jessie
Duan_Yingying Puig_Monica
Komardina_Anastasiya Dagan_Mika
Yudanov_Marina Hontama_Mai
Erjavec_Veronika Lim_Alize
Sanesi_Gaia Gaspar_Ioana
Popovic_Ivana Gavrila_Oana
Curovic_Tamara Kajuru_Ange
Cisovska_Romana Kolzer_Romy
Andrianjafitrimo_Tessah Falconi_Irina
Ignatik_Alexandra Gamarra_Ingrid
Nguyen_Lucie Lantigua_Ana
Marcinko_Petra Errani_Sara
Proctor_Lauren Saidenova_Noel
Sun_Lulu Rossi_Federica
Lacasse_Raphaelle Boisson_Lois
Uslu_Ozlem Wurth_Tara
Dunne_Katy Sharma_Astra
Chiesa_Deborah Bencheikh_Loudmilla
Akita_Shiho Garcia_Georgina
Caregaro_Martina Niculescu_Monica
Abanda_Françoise Viertler_Marion
Golubic_Viktorija Pellicano_Helene
Desperrier_Gaelle Salkova_Dominika
Fruhvirtova_Linda Saner_Julita
Hartono_Arianne Pieri_Tatiana
Zhang_Kailin Kang_Jiaqi
Guo_Shanshan Amanmuradova_Akgul
