definir_nombre_tournois 4
enregistrement_tournoi Londres 2019
Bernardi_Clothilde  Chang_Sophie
Nagy_Adrienn Crescenzi_Giulia
Kenin_Sofia Grana_Thaisa
Lizarazo_Yuliana Arcidiacono_Federica
Kozaki_Funa Herdzelas_Dea
Quadre_Barakat Elie_Jennifer
Grymalska_Anastasia Hozumi_Eri
Hartono_Arianne Vogele_Stefanie
Okamura_Kyoka Brouleau_Lou
Ormaechea_Paula Vanlangendonck_Eliessa
Bucsa_Cristina Defalco_Jenna
Cepede_Veronica Inglis_Maddison
Silich_Alina Visscher_Stephanie
Barty_Ashleigh Kozlova_Kateryna
Fiquet_Tiphanie Bartone_Kamilla
McPhee_Kaylah Han_Xinyun
Bouchard_Eugenie Ferro_Fiona
Kolzer_Romy Kruzhkova_Daria
Hindova_Denisa Shinikova_Isabella
Kessler_Mccartney Zheng_Saisai
Vikhlyantseva_Natalia Kolodynska_Jana
Naito_Yuki Kulikova_Anastasia
Inoue_Hina Jimenez_Victoria
Yuan_Yue Tere-Apisah_Abigail
Bondarenko_Maria Vondrousova_Marketa
Rame_Alice Hradecka_Lucie
Beth_Sarah Zvonareva_Vera
Kolodziejova_Miriam Diyas_Zarina
Karunaratne_Adithya Ruzic_Antonia
Falkowska_Weronika Hibi_Mayo
Luikham_Jennifer Adler_Lou
Payola_Julia Ruppert_Lena
McHale_Christina Bhatia_Riya
Stewart_Katerina Friedsam_Anna-Lena
Dinu_Cristina Wachaczyk_Julia
Bilardo_Federica Han_Na-lae
Christie_Freya Popovic_Ivana
Jakupovic_Dalila Babel_Oceane
Dalakishvili_Mariam Grabher_Julia
Frech_Magdalena Lepchenko_Varvara
Scholl_Chiara Mladenovic_Kristina
Kang_Jiaqi Hatouka_Yuliya
Montez_Pamela Fetecau_Irina
Lene_Emma In-Albon_Ylena
Sun_Xuliu Komardina_Anastasiya
Morgina_Anna Sabino_Lisa
Brady_Jennifer Hanatani_Nagi
Guo_Shanshan Hayashi_Erina
Bozovic_Alexandra Spiteri_Dalila
Zhu_Lin Barthel_Mona
Husaric_Anita Hontama_Mai
Droguet_Aubane Glatch_Alexa
Scilipoti_Sebastianna Burdina_Evgeniya
Ayukawa_Mana Bolsova_Aliona
Hertel_Anna Rogowska_Olivia
Georges_Myrtille Burrage_Jodie
Shalimova_Ekaterina Sakellaridi_Sapfo
Siskova_Anna Liu_Chang
Abe_Hiromi Vasilescu_Arina
Zawadzka_Joanna KrejCikova_Barbora
Liu_Fangzhou Kuzmova_Viktoria
Turati_Bianca Primorac_Iva
Gadecki_Olivia Kim_Da-bin
Brancaccio_Nuria Reami_Adriana
Bernardi_Clothilde  Nagy_Adrienn
Kenin_Sofia Lizarazo_Yuliana
Quadre_Barakat Kozaki_Funa
Hartono_Arianne Grymalska_Anastasia
Okamura_Kyoka Ormaechea_Paula
Cepede_Veronica Bucsa_Cristina
Silich_Alina Barty_Ashleigh
Fiquet_Tiphanie McPhee_Kaylah
Bouchard_Eugenie Kolzer_Romy
Kessler_Mccartney Hindova_Denisa
Naito_Yuki Vikhlyantseva_Natalia
Yuan_Yue Inoue_Hina
Bondarenko_Maria Rame_Alice
Kolodziejova_Miriam Beth_Sarah
Falkowska_Weronika Karunaratne_Adithya
Payola_Julia Luikham_Jennifer
McHale_Christina Stewart_Katerina
Dinu_Cristina Bilardo_Federica
Jakupovic_Dalila Christie_Freya
Frech_Magdalena Dalakishvili_Mariam
Kang_Jiaqi Scholl_Chiara
Lene_Emma Montez_Pamela
Morgina_Anna Sun_Xuliu
Guo_Shanshan Brady_Jennifer
Zhu_Lin Bozovic_Alexandra
Husaric_Anita Droguet_Aubane
Scilipoti_Sebastianna Ayukawa_Mana
Georges_Myrtille Hertel_Anna
Siskova_Anna Shalimova_Ekaterina
Abe_Hiromi Zawadzka_Joanna
Turati_Bianca Liu_Fangzhou
Gadecki_Olivia Brancaccio_Nuria
Kenin_Sofia Bernardi_Clothilde 
Hartono_Arianne Quadre_Barakat
Cepede_Veronica Okamura_Kyoka
Silich_Alina Fiquet_Tiphanie
Bouchard_Eugenie Kessler_Mccartney
Yuan_Yue Naito_Yuki
Kolodziejova_Miriam Bondarenko_Maria
Falkowska_Weronika Payola_Julia
Dinu_Cristina McHale_Christina
Frech_Magdalena Jakupovic_Dalila
Lene_Emma Kang_Jiaqi
Morgina_Anna Guo_Shanshan
Zhu_Lin Husaric_Anita
Scilipoti_Sebastianna Georges_Myrtille
Siskova_Anna Abe_Hiromi
Gadecki_Olivia Turati_Bianca
Kenin_Sofia Hartono_Arianne
Cepede_Veronica Silich_Alina
Bouchard_Eugenie Yuan_Yue
Falkowska_Weronika Kolodziejova_Miriam
Dinu_Cristina Frech_Magdalena
Morgina_Anna Lene_Emma
Scilipoti_Sebastianna Zhu_Lin
Gadecki_Olivia Siskova_Anna
Kenin_Sofia Cepede_Veronica
Bouchard_Eugenie Falkowska_Weronika
Morgina_Anna Dinu_Cristina
Gadecki_Olivia Scilipoti_Sebastianna
Kenin_Sofia Bouchard_Eugenie
Gadecki_Olivia Morgina_Anna
Gadecki_Olivia Kenin_Sofia
enregistrement_tournoi New-York 2019
Ambrosio_Silvia Drazic_Mariana
Badosa_Paula Hosogi_Sakura
Ma_Ye-Xin Bondarenko_Maria
Barnett_Alicia Sanders_Storm
Bozovic_Alexandra Stosur_Samantha
Whittle_Sophia Bhunu_Valeria
Suarez_Carla Luangnam_Nudnida
Georges_Myrtille Wargnier_Lucie
Bartunkova_Nikola Buzarnescu_Mihaela
Samavati_Sofia Stevens_Lexie
Lemoine_Quirine Christie_Freya
Grammatikopoulou_Valentini Dascalu_Nicoleta
Cavalle-Reimers_Yvonne Hertel_Anna
Ghioroaie_Ylona-Georgiana Hercog_Polona
Catini_Chiara Broady_Naomi
Yadlapalli_Pranjala Bolton_Elysia
Sukhotina_Anastasia Herrmann_Sina
Glushko_Julia Werner_Caroline
Ruffer_Lena Wang_Xinyu
Partaud_Marine Kerkhove_Lesley
Sevastova_Anastasija Bihan_Kelia
Teichmann_Jil Bhatia_Riya
Rogowska_Olivia Ianchuk_Olga
Paulina_Maria Tikhonova_Anastasia
Sanz-Llaneza_Almudena Bulgaru_Miriam
Yang_Yidi Cocciaretto_Elisabetta
Carreras_Amanda Neel_Ingrid
Moratelli_Angelica Kolodziejova_Miriam
Bhosale_Rutuja Berankova_Karolina
Bojovic_Jana Giavara_Haley
Hozumi_Eri Bandecchi_Susan
ozgen_Pemra Tilbuerger_Jantje
Muntean_Victoria McHale_Christina
Bertoloni_Anita Gjorcheska_Lina
Ferro_Fiona Liu_Fangzhou
Townsend_Taylor Davis_Lauren
Cisovska_Romana Katic_Vlada
