definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Hewitt_Dalayna Kuzmova_Katarina
Marfutina_Maria Cao_Siqi
Schoofs_Bibiane Tjandramulia_Olivia
Lahey_Ashley Kudermetova_Polina
Lee_Sarah Diatchenko_Vitalia
Molinaro_Eleonora Simmonds_Chanel
Zawadzka_Joanna Herdzelas_Dea
Parrizas_Nuria Spiteri_Dalila
Stearns_Peyton Lumsden_Maia
Helgø_Malene Milovanovic_Elena
Price_Gabriella Ayukawa_Mana
Isaeva_Anhzelika Oosterhout_Erica
Kerber_Angelique Mendez_Seone
Mladenovic_Kristina Han_Na-lae
Sysoeva_Anastasia Choi_Ji-hee
Miyazaki_Yuriko Woo_Yeon
Lee_Pei-chi Fanning_Emily
Garcia_Caroline Brodsky_Gail
Moratelli_Angelica Akita_Shiho
Bonaventure_Ysaline Li_Ann
Morderger_Tayisiya Hance_Kimmi
Schader_Laura Barty_Ashleigh
Stephens_Sloane Curovic_Tamara
Arakawa_Haruna Alhussein_Lamis
Strycova_Barbora Sukhotina_Anastasia
Ma_Ye-Xin Benoit_Marie
Bronzetti_Lucia Woolcock_Belinda
Cortez_Lucia Mattek-Sands_Bethanie
Cristian_Jaqueline Liu_Claire
Branstine_Carson Kissell_Joelle
Kolar_Nastja Djoubri_Salma
Gonzalez_Montserrat MaleCkova_Jesika
Lao_Danielle Black_Hurricane
Lottner_Antonia Lukacs_Vanda
Halbauer_Elizabeth Klasen_Anna
Gamiz_Andrea Orpana_Oona
Niculescu_Monica Drazic_Mariana
Neel_Ingrid Stollar_Fanny
Rodionova_Arina Mikulskyte_Justina
Da_Gabriella Collins_Danielle
Subhash_Natasha Mitu_Andreea
Raina_Ankita Wagner_Stephanie
Albie_Audrey Zarazua_Renata
Okamura_Kyoka Ruppert_Lena
Korpatsch_Tamara Liu_Fangzhou
Falkowska_Weronika Keller_Nadine
Delai_Melania Meyer_Luisa
Guo_Shanshan Van_Alison
Ibbou_Ines Ozaki_Risa
Arcidiacono_Federica Ekani_Irys
Paszek_Tamira Haddad_Beatriz
Bjorklund_Mirjam Tomic_Sara
Kinard_Tori Cabaj_Jacqueline
Akugue_Noma Routliffe_Erin
Pieri_Tatiana Drummy_Georgia
Parry_Diane Hosonuma_Chisa
Georgeta_Oana Komardina_Anastasiya
Shimizu_Ayano Bellis_Catherine
Craciun_Georgia Hsieh_Su-wei
Kania_Paula Zhuk_Sofya
Gervais_Julie Orange_Margaux
Wang_Xiyu Desperrier_Gaelle
Bai_Alison Lacasse_Raphaelle
Eikeri_Ulrikke Kimmelmann_Julia
Hewitt_Dalayna Marfutina_Maria
Schoofs_Bibiane Lahey_Ashley
Lee_Sarah Molinaro_Eleonora
Parrizas_Nuria Zawadzka_Joanna
Helgø_Malene Stearns_Peyton
Isaeva_Anhzelika Price_Gabriella
Kerber_Angelique Mladenovic_Kristina
Miyazaki_Yuriko Sysoeva_Anastasia
Garcia_Caroline Lee_Pei-chi
Bonaventure_Ysaline Moratelli_Angelica
Schader_Laura Morderger_Tayisiya
Arakawa_Haruna Stephens_Sloane
Strycova_Barbora Ma_Ye-Xin
Bronzetti_Lucia Cortez_Lucia
Branstine_Carson Cristian_Jaqueline
Kolar_Nastja Gonzalez_Montserrat
Lao_Danielle Lottner_Antonia
Halbauer_Elizabeth Gamiz_Andrea
Niculescu_Monica Neel_Ingrid
Rodionova_Arina Da_Gabriella
Subhash_Natasha Raina_Ankita
Okamura_Kyoka Albie_Audrey
Korpatsch_Tamara Falkowska_Weronika
Delai_Melania Guo_Shanshan
Arcidiacono_Federica Ibbou_Ines
Bjorklund_Mirjam Paszek_Tamira
Kinard_Tori Akugue_Noma
Parry_Diane Pieri_Tatiana
Shimizu_Ayano Georgeta_Oana
Craciun_Georgia Kania_Paula
Gervais_Julie Wang_Xiyu
Eikeri_Ulrikke Bai_Alison
Hewitt_Dalayna Schoofs_Bibiane
Lee_Sarah Parrizas_Nuria
Helgø_Malene Isaeva_Anhzelika
Miyazaki_Yuriko Kerber_Angelique
Bonaventure_Ysaline Garcia_Caroline
Schader_Laura Arakawa_Haruna
Bronzetti_Lucia Strycova_Barbora
Kolar_Nastja Branstine_Carson
Halbauer_Elizabeth Lao_Danielle
Rodionova_Arina Niculescu_Monica
Okamura_Kyoka Subhash_Natasha
Korpatsch_Tamara Delai_Melania
Bjorklund_Mirjam Arcidiacono_Federica
Kinard_Tori Parry_Diane
Craciun_Georgia Shimizu_Ayano
Eikeri_Ulrikke Gervais_Julie
Hewitt_Dalayna Lee_Sarah
Miyazaki_Yuriko Helgø_Malene
Bonaventure_Ysaline Schader_Laura
Kolar_Nastja Bronzetti_Lucia
Halbauer_Elizabeth Rodionova_Arina
Okamura_Kyoka Korpatsch_Tamara
Bjorklund_Mirjam Kinard_Tori
Eikeri_Ulrikke Craciun_Georgia
Miyazaki_Yuriko Hewitt_Dalayna
Kolar_Nastja Bonaventure_Ysaline
Halbauer_Elizabeth Okamura_Kyoka
Eikeri_Ulrikke Bjorklund_Mirjam
Miyazaki_Yuriko Kolar_Nastja
Eikeri_Ulrikke Halbauer_Elizabeth
Eikeri_Ulrikke Miyazaki_Yuriko
affichage_joueuses_tournoi Londres 2019
enregistrement_tournoi New-York 2019
Linette_Magda Shusharina_Maria
Bassols_Marina Soylu_İpek
Ivanova_Dasha Tomic_Sara
Paolini_Jasmine Han_Na-lae
Quadre_Barakat Chernyshova_Maryna
Lene_Emma Begu_Irina-Camelia
Falkner_Ziva Piter_Katarzyna
Vedder_Eva Burdina_Evgeniya
Wildgruber_Anja Burrage_Jodie
Avanesyan_Elina Colling_Solymar
Kovapitukted_Punnin Salkova_Dominika
Pigossi_Laura Helmi_Olga
Diyas_Zarina Gauff_Cori
Osborne_Alexandra Rogowska_Olivia
Rosca_Christina Romero_Leyre
Nahimana_Sada Wang_Yafan
Yudanov_Marina Delai_Melania
Cabaj_Jacqueline Kudashova_Daria
Errani_Sara Doroshina_Olga
Raducanu_Emma Birrell_Kimberly
Vidmanova_Darja Cervino_Celia
Williams_Venus Hsieh_Su-wei
Fruhvirtova_Linda Mendez_Seone
Shaffer_Kennedy Karunaratne_Adithya
Naito_Yuki Broady_Naomi
Weedon_Andrea Chaudhari_Vaidehi
Orpana_Oona Halep_Simona
Malygina_Elena Day_Kayla
Myers_Abbie Lemoine_Quirine
Custic_Marta Celik_Susanne
Sawangkaew_Mananchaya Tilbuerger_Jantje
Meliss_Verena Babic_Vladica
Meri_Eszter Hondo_Sakura
Bacsinszky_Timea Matviyenko_Lisa
Guerrero_Eva Hives_Zoe
Minella_Mandy Parazinskaite_Akvile
Boisson_Lois Fahey_Katharine
Selekhmeteva_Oksana Tubello_Alice
Prati_Federica Kalinina_Anhelina
Woolcock_Belinda Chirico_Louisa
Parrizas_Nuria Collins_Danielle
Wickmayer_Yanina Arshinkova_Petia
Davis_Lauren Kaji_Haruka
Aikawa_Mayuka Martinez_Carlota
Bonaventure_Ysaline Konta_Johanna
Steur_Julyette Gonzalez_Montserrat
Raina_Ankita Scholsen_Helene
Sakellaridi_Sapfo Anisimova_Amanda
Cortez_Lucia Svitolina_Elina
Luca_Reka Rodionova_Arina
Bouzo_Noelia Cepede_Veronica
Vukovic_Draginja KrejCikova_Barbora
Ozaki_Risa Desai_Zeel
Mutavdzic_Matilda Abduraimova_Nigina
Camila_Maria Minokoshi_Mai
Janicijevic_Selena Kessler_Mccartney
Ganz_Fiona Chwalinska_Maja
LovriC_Pia Bechri_Chiraz
Duval_Victoria Zidansek_Tamara
Amanmuradova_Akgul Rusova_Alica
Zaja_Anna Benoit_Marie
Gasanova_Anastasia Jebawy_Jasmin
Silich_Alina Kawa_Katarzyna
Fiquet_Tiphanie Glushko_Lina
Linette_Magda Bassols_Marina
Paolini_Jasmine Ivanova_Dasha
Lene_Emma Quadre_Barakat
