definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Bertoloni_Anita Alves_Carolina
Osborne_Alexandra Hibino_Nao
Gamarra_Ingrid Ruzic_Antonia
Amanmuradova_Akgul Radwanska_Urszula
Lee_Eunhye Subhash_Natasha
Cortez_Lucia Plazas_Jessica
Lacasse_Raphaelle Vondrousova_Marketa
Fetecau_Irina Wachaczyk_Julia
Bondar_Anna Bassols_Marina
Krunic_Aleksandra Hu_Victoria
Moratelli_Angelica Parry_Diane
Kaji_Haruka Werner_Caroline
Eraydin_Basak Jeong_Sunam
Bejenaru_Karola Fahey_Katharine
Monnet_Carole BreCkova_Nikola
Marti_Sandy Zolotareva_Anastasia
Detiuc_Anastasia Renee_Andrea
Abanda_Françoise Stollar_Fanny
Van_Alison Kolodziejova_Miriam
Selekhmeteva_Oksana Fruhvirtova_Linda
Lee_Gabriela Badosa_Paula
Drazic_Mariana Jabeur_Ons
Cherubini_Diletta Gracheva_Varvara
Hoste_Claudia Zidansek_Tamara
Meyer_Luisa Grana_Thaisa
Janicijevic_Selena Perez_Estela
Grammatikopoulou_Valentini Inoue_Hina
Ioana_Laura Morgina_Anna
Williams_Serena Mcadoo_Rasheeda
Anisimova_Amanda Raina_Ankita
Lee_Ya-Hsuan Chernyshova_Maryna
Snigur_Daria Kiick_Allie
Parres_Olga Errani_Sara
Zantedeschi_Aurora Aikawa_Mayuka
Ramirez_Evita Kovapitukted_Punnin
Broady_Naomi Konta_Johanna
Defalco_Jenna PotoCnik_Nina
Djakovic_Mihaela Matviyenko_Lisa
Kudermetova_Veronika Kilnarova_Monica
Bhosale_Rutuja Karolina_Anna
Reami_Adriana Aiava_Destanee
Ormaechea_Paula Yadlapalli_Pranjala
Kissell_Joelle Mutavdzic_Matilda
Khromacheva_Irina Albie_Audrey
Akita_Shiho Gabueva_Angelina
Frech_Magdalena Morderger_Tayisiya
Jakupovic_Dalila Klincov_Bojana
Minnen_Greet Cristian_Jaqueline
Maria_Patricia Ushijima_Risa
Christie_Freya Payola_Julia
Tran_Lian Gleason_Quinn
Ezzat_Yasmin Hirata_Ayumi
Sherif_Mayar Cristina_Paula
Noel_Mallaurie Erjavec_Veronika
Cavalle-Reimers_Yvonne Tanaka_Yuuki
Cepede_Veronica Sakellaridi_Sapfo
Djoubri_Salma Davis_Emma
Sawangkaew_Mananchaya Stephens_Sloane
Cabaj_Jacqueline Kennel_Karin
