definir_nombre_tournois 10
enregistrement_tournoi Londres 2019
Namigata_Junri Avanesyan_Elina
Kudermetova_Polina Babic_Vladica
Pellicano_Helene Fernandez_Leylah
Falkner_Ziva Chang_Sophie
Lu_Jiaxi Yastremska_Dayana
Lacasse_Raphaelle Soboleva_Anastasiya
Turati_Anna Harrison_Catherine
Feng_Shuo Dmitrichenko_Yekaterina
Flipkens_Kirsten Mishina_Daria
Nara_Kurumi Omae_Akiko
Paoletti_Matilde Tran_Lian
Bains_Naiktha Baptiste_Hailey
Mansouri_Yasmine Cavalle-Reimers_Yvonne
Kasatkina_Daria Olmos_Giuliana
Jones_Francesca Zarazua_Renata
Potapova_Anastasia Cascino_Estelle
Giavara_Haley Duan_Yingying
Gabric_Anna Kvitova_Petra
Kawaguchi_Natsumi Bektas_Emina
Custic_Marta Mikulskyte_Justina
Pribylova_Anastasia Ostapenko_Jeļena
Cako_Jacqueline Serban_Raluca
Arruabarrena_Lara Gabueva_Angelina
Han_Xinyun Bejlek_Sara
Ayukawa_Mana Whittle_Sophia
Van_Alison Deichmann_Kathinka
Shaffer_Kennedy Arango_Emiliana
HoraCkova_Gabriela Bechri_Chiraz
Berberovic_Nefisa Vismane_Daniela
Kuzmova_Katarina Dunne_Katy
Halbauer_Elizabeth Salvi_Linda
Ahn_Kristie Jeong_Sunam
Mihalikova_Tereza Hanatani_Nagi
Lee_Eunhye Grana_Thaisa
Chlpac_Agustina Chaudhari_Vaidehi
Morita_Ayumi Tomic_Sara
Pigossi_Laura Defalco_Jenna
Juvan_Kaja Strakhova_Valeriya
Bellis_Catherine Falconi_Irina
Sakellaridi_Sapfo Detiuc_Anastasia
Park_Sohyun Kuznetsova_Svetlana
Mandlik_Elizabeth PantuCkova_Magdalena
Boisson_Lois Anisimova_Amanda
Krueger_Ashlyn Kimmelmann_Julia
Buyukakçay_Çagla Williams_Serena
Leonard_Manon Failla_Jessica
Uchijima_Moyuka Abanda_Françoise
Glushko_Lina Anderson_Robin
Gillan_Alice Mendez_Seone
Vikhlyantseva_Natalia Saner_Julita
Gjorcheska_Lina Krawczyk_Desirae
Kanapatskaya_Viktoriya Albie_Audrey
Makarova_Ekaterina Tan_Harmony
Arseneault_Ariana Topalova_Gergana
Werner_Caroline Lapko_Vera
Monnet_Carole Romer_Charlotte
Siniakova_Katerina Wildgruber_Anja
Bolkvadze_Mariam Avdeeva_Julia
Mertens_Elise Zaja_Anna
Hondo_Sakura Parrizas_Nuria
Tsurenko_Lesia Rakhimova_Kamilla
Cheapchandej_Patcharin Kladivova_Aneta
Fita_Angela Flink_Varvara
Petkovic_Andrea Shymanovich_Iryna
Kudermetova_Polina Namigata_Junri
Pellicano_Helene Falkner_Ziva
Lacasse_Raphaelle Lu_Jiaxi
Feng_Shuo Turati_Anna
Flipkens_Kirsten Nara_Kurumi
Bains_Naiktha Paoletti_Matilde
Kasatkina_Daria Mansouri_Yasmine
Jones_Francesca Potapova_Anastasia
Giavara_Haley Gabric_Anna
Kawaguchi_Natsumi Custic_Marta
Pribylova_Anastasia Cako_Jacqueline
Han_Xinyun Arruabarrena_Lara
Van_Alison Ayukawa_Mana
Shaffer_Kennedy HoraCkova_Gabriela
Berberovic_Nefisa Kuzmova_Katarina
Halbauer_Elizabeth Ahn_Kristie
Mihalikova_Tereza Lee_Eunhye
Chlpac_Agustina Morita_Ayumi
Pigossi_Laura Juvan_Kaja
Bellis_Catherine Sakellaridi_Sapfo
Mandlik_Elizabeth Park_Sohyun
Krueger_Ashlyn Boisson_Lois
Leonard_Manon Buyukakçay_Çagla
Uchijima_Moyuka Glushko_Lina
Gillan_Alice Vikhlyantseva_Natalia
Gjorcheska_Lina Kanapatskaya_Viktoriya
Makarova_Ekaterina Arseneault_Ariana
Werner_Caroline Monnet_Carole
Siniakova_Katerina Bolkvadze_Mariam
Hondo_Sakura Mertens_Elise
Tsurenko_Lesia Cheapchandej_Patcharin
Fita_Angela Petkovic_Andrea
Pellicano_Helene Kudermetova_Polina
Lacasse_Raphaelle Feng_Shuo
Flipkens_Kirsten Bains_Naiktha
Jones_Francesca Kasatkina_Daria
Kawaguchi_Natsumi Giavara_Haley
Han_Xinyun Pribylova_Anastasia
Van_Alison Shaffer_Kennedy
Berberovic_Nefisa Halbauer_Elizabeth
Chlpac_Agustina Mihalikova_Tereza
Bellis_Catherine Pigossi_Laura
Mandlik_Elizabeth Krueger_Ashlyn
Leonard_Manon Uchijima_Moyuka
Gillan_Alice Gjorcheska_Lina
Werner_Caroline Makarova_Ekaterina
Hondo_Sakura Siniakova_Katerina
Fita_Angela Tsurenko_Lesia
Pellicano_Helene Lacasse_Raphaelle
Jones_Francesca Flipkens_Kirsten
Kawaguchi_Natsumi Han_Xinyun
Berberovic_Nefisa Van_Alison
Bellis_Catherine Chlpac_Agustina
Leonard_Manon Mandlik_Elizabeth
Werner_Caroline Gillan_Alice
Hondo_Sakura Fita_Angela
Pellicano_Helene Jones_Francesca
Kawaguchi_Natsumi Berberovic_Nefisa
Bellis_Catherine Leonard_Manon
Werner_Caroline Hondo_Sakura
Pellicano_Helene Kawaguchi_Natsumi
Bellis_Catherine Werner_Caroline
